file_name,intonations,duration,intonation_per_15
7267135268262530305_pitch_values,292,106.66990929705216,41.061251751913154
7202674344118537478_pitch_values,123,176.23399092970521,10.469036025722861
7374159222956756230_pitch_values,86,43.662562358276645,29.544761698014923
7198124383557143851_pitch_values,183,86.26827664399093,31.819344338220354
7317017754874285317_pitch_values,293,158.60133786848073,27.710989447292867
7364346057511243051_pitch_values,104,209.30501133786848,7.453237693777842
7327442011789856042_pitch_values,261,158.60133786848073,24.684533261922997
7278334911088610606_pitch_values,206,198.25521541950113,15.585970807686788
7272531412211780907_pitch_values,92,60.041337868480724,22.984164727022915
7243632895179459886_pitch_values,118,107.87154195011338,16.40840547934839
7392415798645558559_pitch_values,93,110.43154195011338,12.632260451730184
7358223180751850795_pitch_values,161,66.23235827664399,36.46253980437866
7355556865742490926_pitch_values,179,62.235623582766436,43.142493726752
7374575565552078123_pitch_values,233,75.7931746031746,46.1123315958006
7372327511872605482_pitch_values,715,255.22827664399094,42.02120603964243
7369233108656278816_pitch_values,133,108.62909297052154,18.365245860437952
7393830749180267819_pitch_values,219,103.48297052154194,31.744353524488023
7276946131785927982_pitch_values,124,113.46174603174603,16.393190348750505
7344401364765789482_pitch_values,153,136.52786848072563,16.80975485473134
7331092594400824618_pitch_values,174,85.27562358276644,30.606636343934767
7328872893650111787_pitch_values,61,36.37439909297052,25.155054731249894
7394132076716428587_pitch_values,278,174.90174603174603,23.841957525358907
7358061033434434862_pitch_values,333,336.2862358276644,14.853417915563373
7281739191606611243_pitch_values,63,47.16297052154195,20.03690585113518
7284621721204690219_pitch_values,117,197.1058276643991,8.903846328623722
7364273026428341522_pitch_values,61,52.727052154195015,17.353520870542383
7309926297965186350_pitch_values,343,163.98256235827665,31.375287262306383
7393401232066497822_pitch_values,165,130.07562358276644,19.027392925971025
7275419807585963306_pitch_values,11,35.982562358276645,4.585554479336489
7366005668521856298_pitch_values,268,141.93521541950113,28.32278084137584
7342573657002233130_pitch_values,226,97.76215419501133,34.6759953063001
7363699065600675118_pitch_values,181,118.84297052154194,22.845272110628272
7390447170517749034_pitch_values,181,90.55235827664399,29.982653700806768
7351132856158014763_pitch_values,79,33.47480725623583,35.39975573061002
7392707594252504350_pitch_values,135,65.65766439909297,30.84179156436723
7295032586341059883_pitch_values,290,513.6315419501134,8.469106051167113
7388591121678552351_pitch_values,228,60.92950113378685,56.1304447986614
7310337893245914411_pitch_values,150,190.20950113378686,11.829062095154894
7249776837990141189_pitch_values,188,180.98827664399093,15.581119685155187
7324778813685075246_pitch_values,193,91.44052154195012,31.65992440968157
7341885945957879070_pitch_values,424,244.98827664399093,25.960425891081094
7350308987822394670_pitch_values,83,129.00460317460318,9.65081841548659
7328507053620825390_pitch_values,279,88.98501133786849,47.03039238945436
7325980019203886382_pitch_values,582,586.5654195011338,14.883250375422321
7394129236946160927_pitch_values,249,70.6731746031746,52.84890654724071
7392684479933910315_pitch_values,179,128.45603174603175,20.902093607472384
7340102070550269227_pitch_values,74,64.27317460317461,17.270035389619206
7374876347534970155_pitch_values,224,121.40297052154195,27.67642328326551
7333344488422772014_pitch_values,242,99.30337868480726,36.554647465941315
7306489909089570094_pitch_values,124,69.23643990929705,26.864466203587103
7363565914077285674_pitch_values,350,203.1662358276644,25.840907957035284
7362966410378874158_pitch_values,140,145.95807256235827,14.38769341862067
7341887513730043166_pitch_values,195,161.5792970521542,18.102566686225124
7324130633385561386_pitch_values,266,129.5792970521542,30.7919558970448
7334474026913385774_pitch_values,103,101.47154195011338,15.225943848961819
7253239921274621227_pitch_values,317,173.62174603174603,27.38712234313418
7328596696328391942_pitch_values,413,220.53766439909296,28.09043986604167
7340450119558368542_pitch_values,136,248.46256235827664,8.2104924807882
7371824184089136430_pitch_values,67,47.659297052154194,21.08717631525734
7314254763686628650_pitch_values,154,293.18419501133786,7.87900589221963
7393756404273745194_pitch_values,141,84.7531746031746,24.954817443744208
7219451520142560558_pitch_values,103,51.13358276643991,30.214976467755303
7394179400624803103_pitch_values,412,599.8095011337869,10.303271269158435
7393429919268605214_pitch_values,424,158.49684807256236,40.12698092954058
7319145951157898527_pitch_values,113,250.2650113378685,6.772820503109312
7340015086712458527_pitch_values,280,112.86092970521543,37.213941183809986
7324460434076044586_pitch_values,308,103.43072562358276,44.66757795757565
7326657800522714414_pitch_values,102,62.28786848072562,24.56337064212502
7269701229306088750_pitch_values,57,116.70092970521542,7.326419782256368
7376401449565179169_pitch_values,294,211.39480725623582,20.86143958424935
7392033220679716127_pitch_values,281,318.6274603174603,13.228614996963662
7278101254285380907_pitch_values,167,58.60460317460318,42.74408261987113
7373664295521078574_pitch_values,120,70.72541950113379,25.450538331146195
7356316882443521326_pitch_values,188,54.60786848072562,51.640909606192494
7290575101106343210_pitch_values,147,91.8062358276644,24.017976340290787
7311837094299634987_pitch_values,206,113.30501133786848,27.27152103436813
7292143580284456223_pitch_values,515,172.81195011337869,44.70176972675658
7381500025681235246_pitch_values,127,53.954807256235824,35.30732657338572
7341417470663724330_pitch_values,140,179.65603174603174,11.689003589752199
7389311347323915566_pitch_values,687,287.4111337868481,35.8545609010487
7371388808509689134_pitch_values,99,195.53848072562357,7.594413102164417
7390798775846980910_pitch_values,218,146.79399092970522,22.276116204006573
7358179822432111918_pitch_values,477,156.40705215419501,45.746019130558075
